State_Name,District_Name,Crop_Year,Season,Crop,Cost
Bihar,BHAGALPUR,2006,Kharif     ,Sannhamp,128.2747806
Bihar,BHAGALPUR,2006,Kharif     ,Sesamum,141.389273
Bihar,BHAGALPUR,2006,Kharif     ,Urad,152.5092942
Bihar,BHAGALPUR,2006,Rabi       ,Barley,133.8306774
Bihar,BHAGALPUR,2006,Rabi       ,Gram,102
Bihar,BHAGALPUR,2006,Rabi       ,Khesari,32
Bihar,BHAGALPUR,2006,Rabi       ,Linseed,41
Bihar,BHAGALPUR,2006,Rabi       ,Maize,144.1545675
Bihar,BHAGALPUR,2006,Rabi       ,Masoor,137.9856429
Bihar,BHAGALPUR,2006,Rabi       ,Peas & beans (Pulses),159.5416396
Bihar,BHAGALPUR,2006,Rabi       ,Rapeseed &Mustard,156.2126912
Bihar,BHAGALPUR,2006,Rabi       ,Sunflower,136.6915685
Bihar,BHAGALPUR,2006,Rabi       ,Wheat,159.9446094
Bihar,BHAGALPUR,2006,Summer     ,Maize,154.6296352
Bihar,BHAGALPUR,2006,Summer     ,Moong(Green Gram),117.1686372
Bihar,BHAGALPUR,2006,Summer     ,Rice,150.6478658
Bihar,BHAGALPUR,2006,Winter     ,Rice,144.7695204
Bihar,BHAGALPUR,2007,Autumn     ,Maize,139.4586686
Bihar,BHAGALPUR,2007,Autumn     ,Rice,126.7424132
Bihar,BHAGALPUR,2007,Kharif     ,Arhar/Tur,53.8450566
Bihar,BHAGALPUR,2007,Kharif     ,Bajra,47.30717817
Bihar,BHAGALPUR,2007,Kharif     ,Castor seed,55.98856038
Bihar,BHAGALPUR,2007,Kharif     ,Jowar,21
Bihar,BHAGALPUR,2007,Kharif     ,Mesta,135.6788357
Bihar,BHAGALPUR,2007,Kharif     ,Moong(Green Gram),115.1222117
Bihar,BHAGALPUR,2007,Kharif     ,Other Kharif pulses,105.4584262
Bihar,BHAGALPUR,2007,Kharif     ,Sannhamp,106.1970613
Bihar,BHAGALPUR,2007,Kharif     ,Sesamum,139.0163042
Bihar,BHAGALPUR,2007,Kharif     ,Small millets,145.8746282
Bihar,BHAGALPUR,2007,Kharif     ,Urad,143.3256995
Bihar,BHAGALPUR,2007,Rabi       ,Barley,126.8777425
Bihar,BHAGALPUR,2007,Rabi       ,Gram,102
Bihar,BHAGALPUR,2007,Rabi       ,Khesari,34
Bihar,BHAGALPUR,2007,Rabi       ,Linseed,40
Bihar,BHAGALPUR,2007,Rabi       ,Maize,139.2480038
Bihar,BHAGALPUR,2007,Rabi       ,Masoor,105.4508897
Bihar,BHAGALPUR,2007,Rabi       ,Other  Rabi pulses,101.3622301
Bihar,BHAGALPUR,2007,Rabi       ,Peas & beans (Pulses),137.161504
Bihar,BHAGALPUR,2007,Rabi       ,Rapeseed &Mustard,147.4644968
Bihar,BHAGALPUR,2007,Rabi       ,Safflower,147.1067712
Bihar,BHAGALPUR,2007,Rabi       ,Sunflower,159.8147991
Bihar,BHAGALPUR,2007,Rabi       ,Wheat,108.2058357
Bihar,BHAGALPUR,2007,Summer     ,Maize,111.6459565
Bihar,BHAGALPUR,2007,Summer     ,Moong(Green Gram),126.6260905
Bihar,BHAGALPUR,2007,Summer     ,Rice,129.7939486
Bihar,BHAGALPUR,2007,Whole Year ,Banana,35.75848141
Bihar,BHAGALPUR,2007,Whole Year ,Coriander,106
Bihar,BHAGALPUR,2007,Whole Year ,Dry chillies,103
Bihar,BHAGALPUR,2007,Whole Year ,Garlic,112
Bihar,BHAGALPUR,2007,Whole Year ,Onion,150.0677403
Bihar,BHAGALPUR,2007,Whole Year ,Potato,104.8438958
Bihar,BHAGALPUR,2007,Whole Year ,Sugarcane,147.7124541
Bihar,BHAGALPUR,2007,Whole Year ,Sweet potato,110.945023
Bihar,BHAGALPUR,2007,Whole Year ,Tobacco,144.2505004
Bihar,BHAGALPUR,2007,Whole Year ,Turmeric,151.5364705
Bihar,BHAGALPUR,2007,Winter     ,Rice,157.9437862
Bihar,BHAGALPUR,2008,Autumn     ,Maize,111.6645987
Bihar,BHAGALPUR,2008,Autumn     ,Rice,157.1671492
Bihar,BHAGALPUR,2008,Kharif     ,Arhar/Tur,49.94302727
Bihar,BHAGALPUR,2008,Kharif     ,Bajra,59.87971465
Bihar,BHAGALPUR,2008,Kharif     ,Castor seed,58.2201273
Bihar,BHAGALPUR,2008,Kharif     ,Jowar,24
Bihar,BHAGALPUR,2008,Kharif     ,Jute,53
Bihar,BHAGALPUR,2008,Kharif     ,Mesta,105.9868167
Bihar,BHAGALPUR,2008,Kharif     ,Moong(Green Gram),112.9140922
Bihar,BHAGALPUR,2008,Kharif     ,Other Kharif pulses,152.4424824
Bihar,BHAGALPUR,2008,Kharif     ,Potato,148.5775939
Bihar,BHAGALPUR,2008,Kharif     ,Sannhamp,145.7934893
Bihar,BHAGALPUR,2008,Kharif     ,Sesamum,145.3766604
Bihar,BHAGALPUR,2008,Kharif     ,Small millets,113.9436199
Bihar,BHAGALPUR,2008,Kharif     ,Sweet potato,111.0950938
Bihar,BHAGALPUR,2008,Kharif     ,Urad,156.8113659
Bihar,BHAGALPUR,2008,Rabi       ,Barley,123.7017819
Bihar,BHAGALPUR,2008,Rabi       ,Gram,136
Bihar,BHAGALPUR,2008,Rabi       ,Khesari,58
Bihar,BHAGALPUR,2008,Rabi       ,Linseed,53
Bihar,BHAGALPUR,2008,Rabi       ,Maize,107.2186153
Bihar,BHAGALPUR,2008,Rabi       ,Masoor,122.2769168
Bihar,BHAGALPUR,2008,Rabi       ,Other  Rabi pulses,144.7983984
Bihar,BHAGALPUR,2008,Rabi       ,Peas & beans (Pulses),102.9010778
Bihar,BHAGALPUR,2008,Rabi       ,Potato,101.4730759
Bihar,BHAGALPUR,2008,Rabi       ,Rapeseed &Mustard,151.6525931
Bihar,BHAGALPUR,2008,Rabi       ,Safflower,129.150054
Bihar,BHAGALPUR,2008,Rabi       ,Sunflower,127.2340497
Bihar,BHAGALPUR,2008,Rabi       ,Sweet potato,151.9174772
Bihar,BHAGALPUR,2008,Rabi       ,Wheat,155.85079
Bihar,BHAGALPUR,2008,Summer     ,Maize,119.2668917
Bihar,BHAGALPUR,2008,Summer     ,Moong(Green Gram),107.1479906
Bihar,BHAGALPUR,2008,Summer     ,Rice,141.5193836
Bihar,BHAGALPUR,2008,Whole Year ,Dry chillies,160
Bihar,BHAGALPUR,2008,Whole Year ,Garlic,112
Bihar,BHAGALPUR,2008,Whole Year ,Onion,126.7749012
Bihar,BHAGALPUR,2008,Whole Year ,Sugarcane,152.5532068
Bihar,BHAGALPUR,2008,Whole Year ,Turmeric,103.7622158
Bihar,BHAGALPUR,2008,Winter     ,Rice,156.7060064
Bihar,BHAGALPUR,2009,Autumn     ,Maize,129.9987524
Bihar,BHAGALPUR,2009,Autumn     ,Rice,113.5705047
Bihar,BHAGALPUR,2009,Kharif     ,Arhar/Tur,58.60213844
Bihar,BHAGALPUR,2009,Kharif     ,Bajra,47.35975724
Bihar,BHAGALPUR,2009,Kharif     ,Horse-gram,41
Bihar,BHAGALPUR,2009,Kharif     ,Jowar,33
Bihar,BHAGALPUR,2009,Kharif     ,Jute,45
Bihar,BHAGALPUR,2009,Kharif     ,Mesta,122.5117591
Bihar,BHAGALPUR,2009,Kharif     ,Moong(Green Gram),128.4953721
Bihar,BHAGALPUR,2009,Kharif     ,Other Kharif pulses,107.4844226
Bihar,BHAGALPUR,2009,Kharif     ,Sannhamp,130.5564985
Bihar,BHAGALPUR,2009,Kharif     ,Small millets,115.4842293
Bihar,BHAGALPUR,2009,Kharif     ,Urad,137.2747229
Bihar,BHAGALPUR,2009,Rabi       ,Barley,109.2930922
Bihar,BHAGALPUR,2009,Rabi       ,Gram,114
Bihar,BHAGALPUR,2009,Rabi       ,Khesari,32
Bihar,BHAGALPUR,2009,Rabi       ,Linseed,41
Bihar,BHAGALPUR,2009,Rabi       ,Maize,100.7919089
Bihar,BHAGALPUR,2009,Rabi       ,Masoor,138.2838067
Bihar,BHAGALPUR,2009,Rabi       ,Other  Rabi pulses,154.5535819
Bihar,BHAGALPUR,2009,Rabi       ,Peas & beans (Pulses),156.5152817
Bihar,BHAGALPUR,2009,Rabi       ,Rapeseed &Mustard,125.2212971
Bihar,BHAGALPUR,2009,Rabi       ,Sunflower,105.8167866
Bihar,BHAGALPUR,2009,Rabi       ,Wheat,141.2276372
Bihar,BHAGALPUR,2009,Summer     ,Maize,134.8165563
Bihar,BHAGALPUR,2009,Summer     ,Moong(Green Gram),133.9826438
Bihar,BHAGALPUR,2009,Summer     ,Rice,102.7852012
Bihar,BHAGALPUR,2009,Whole Year ,Sugarcane,114.8144624
Bihar,BHAGALPUR,2009,Whole Year ,Tobacco,110.4390663
Bihar,BHAGALPUR,2009,Winter     ,Rice,146.2188348
Bihar,BHAGALPUR,2010,Autumn     ,Maize,120.6175559
Bihar,BHAGALPUR,2010,Autumn     ,Rice,153.5196995
Bihar,BHAGALPUR,2010,Kharif     ,Arhar/Tur,53.94323148
Bihar,BHAGALPUR,2010,Kharif     ,Bajra,51.74897696
Bihar,BHAGALPUR,2010,Kharif     ,Castor seed,55.30623595
Bihar,BHAGALPUR,2010,Kharif     ,Horse-gram,43
Bihar,BHAGALPUR,2010,Kharif     ,Jowar,30
Bihar,BHAGALPUR,2010,Kharif     ,Jute,48
Bihar,BHAGALPUR,2010,Kharif     ,Moong(Green Gram),160.0930564
Bihar,BHAGALPUR,2010,Kharif     ,Other Kharif pulses,124.3750531
Bihar,BHAGALPUR,2010,Kharif     ,Sesamum,159.1067963
Bihar,BHAGALPUR,2010,Kharif     ,Small millets,141.0973907
Bihar,BHAGALPUR,2010,Kharif     ,Urad,102.5104018
Bihar,BHAGALPUR,2010,Rabi       ,Barley,107.3168238
Bihar,BHAGALPUR,2010,Rabi       ,Gram,109
Bihar,BHAGALPUR,2010,Rabi       ,Khesari,54
Bihar,BHAGALPUR,2010,Rabi       ,Linseed,50
Bihar,BHAGALPUR,2010,Rabi       ,Maize,133.7107637
Bihar,BHAGALPUR,2010,Rabi       ,Masoor,115.3985997
Bihar,BHAGALPUR,2010,Rabi       ,Other  Rabi pulses,134.1229585
Bihar,BHAGALPUR,2010,Rabi       ,Peas & beans (Pulses),109.2357052
Bihar,BHAGALPUR,2010,Rabi       ,Rapeseed &Mustard,121.0154125
Bihar,BHAGALPUR,2010,Rabi       ,Sunflower,141.8497882
Bihar,BHAGALPUR,2010,Rabi       ,Wheat,119.7865121
Bihar,BHAGALPUR,2010,Summer     ,Maize,117.9956447
Bihar,BHAGALPUR,2010,Summer     ,Moong(Green Gram),130.7740453
Bihar,BHAGALPUR,2010,Summer     ,Rice,104.2592804
Bihar,BHAGALPUR,2010,Whole Year ,Sugarcane,135.7106738
Bihar,BHAGALPUR,2010,Whole Year ,Tobacco,108.1919754
Bihar,BHAGALPUR,2010,Winter     ,Rice,116.3967983
Bihar,BHAGALPUR,2011,Autumn     ,Maize,119.6778802
Bihar,BHAGALPUR,2011,Autumn     ,Rice,143.1828273
Bihar,BHAGALPUR,2011,Kharif     ,Arhar/Tur,45.00298779
Bihar,BHAGALPUR,2011,Kharif     ,Bajra,56.38481127
Bihar,BHAGALPUR,2011,Kharif     ,Horse-gram,40
Bihar,BHAGALPUR,2011,Kharif     ,Jowar,32
Bihar,BHAGALPUR,2011,Kharif     ,Jute,55
Bihar,BHAGALPUR,2011,Kharif     ,Mesta,117.2327946
Bihar,BHAGALPUR,2011,Kharif     ,Moong(Green Gram),125.6822851
Bihar,BHAGALPUR,2011,Kharif     ,Other Kharif pulses,147.4871676
Bihar,BHAGALPUR,2011,Kharif     ,Sesamum,141.2698825
Bihar,BHAGALPUR,2011,Kharif     ,Small millets,155.8030649
Bihar,BHAGALPUR,2011,Kharif     ,Urad,140.8434938
Bihar,BHAGALPUR,2011,Rabi       ,Barley,112.3833309
Bihar,BHAGALPUR,2011,Rabi       ,Gram,102
Bihar,BHAGALPUR,2011,Rabi       ,Khesari,30
Bihar,BHAGALPUR,2011,Rabi       ,Linseed,46
Bihar,BHAGALPUR,2011,Rabi       ,Maize,151.8482585
Bihar,BHAGALPUR,2011,Rabi       ,Masoor,113.9688152
Bihar,BHAGALPUR,2011,Rabi       ,Other  Rabi pulses,149.8371329
Bihar,BHAGALPUR,2011,Rabi       ,Peas & beans (Pulses),158.9251332
Bihar,BHAGALPUR,2011,Rabi       ,Rapeseed &Mustard,107.4518624
Bihar,BHAGALPUR,2011,Rabi       ,Sunflower,138.4429562
Bihar,BHAGALPUR,2011,Rabi       ,Wheat,103.5842812
Bihar,BHAGALPUR,2011,Summer     ,Maize,119.0680576
Bihar,BHAGALPUR,2011,Summer     ,Moong(Green Gram),116.1490757
Bihar,BHAGALPUR,2011,Summer     ,Rice,147.7824693
Bihar,BHAGALPUR,2011,Whole Year ,Tobacco,148.4946068
Bihar,BHAGALPUR,2011,Winter     ,Rice,121.19774
Bihar,BHAGALPUR,2012,Autumn     ,Maize,156.9575299
Bihar,BHAGALPUR,2012,Autumn     ,Rice,118.0599579
Bihar,BHAGALPUR,2012,Kharif     ,Arhar/Tur,41.73432343
Bihar,BHAGALPUR,2012,Kharif     ,Bajra,72.57823667
Bihar,BHAGALPUR,2012,Kharif     ,Castor seed,45.39422914
Bihar,BHAGALPUR,2012,Kharif     ,Horse-gram,47
Bihar,BHAGALPUR,2012,Kharif     ,Jowar,34
Bihar,BHAGALPUR,2012,Kharif     ,Mesta,141.9510213
Bihar,BHAGALPUR,2012,Kharif     ,Moong(Green Gram),119.3637106
Bihar,BHAGALPUR,2012,Kharif     ,Other Kharif pulses,111.7866795
Bihar,BHAGALPUR,2012,Kharif     ,Sannhamp,117.5174125
Bihar,BHAGALPUR,2012,Kharif     ,Sesamum,116.5879625
Bihar,BHAGALPUR,2012,Kharif     ,Small millets,128.3209771
Bihar,BHAGALPUR,2012,Kharif     ,Urad,108.0211883
Bihar,BHAGALPUR,2012,Rabi       ,Barley,126.139266
Bihar,BHAGALPUR,2012,Rabi       ,Gram,108
Bihar,BHAGALPUR,2012,Rabi       ,Khesari,51
Bihar,BHAGALPUR,2012,Rabi       ,Linseed,48
Bihar,BHAGALPUR,2012,Rabi       ,Maize,122.4515485
Bihar,BHAGALPUR,2012,Rabi       ,Masoor,103.3902518
Bihar,BHAGALPUR,2012,Rabi       ,Other  Rabi pulses,143.3089213
Bihar,BHAGALPUR,2012,Rabi       ,Peas & beans (Pulses),136.0029668
Bihar,BHAGALPUR,2012,Rabi       ,Rapeseed &Mustard,142.5605148
Bihar,BHAGALPUR,2012,Rabi       ,Sunflower,103.2162821
Bihar,BHAGALPUR,2012,Rabi       ,Wheat,129.9461685
Bihar,BHAGALPUR,2012,Summer     ,Maize,104.532991
Bihar,BHAGALPUR,2012,Summer     ,Moong(Green Gram),122.1374669
Bihar,BHAGALPUR,2012,Summer     ,Rice,125.8371013
Bihar,BHAGALPUR,2012,Whole Year ,Sugarcane,127.0665937
Bihar,BHAGALPUR,2012,Whole Year ,Tobacco,132.2275166
Bihar,BHAGALPUR,2012,Winter     ,Rice,137.7099808
Bihar,BHAGALPUR,2013,Autumn     ,Maize,113.3018867
Bihar,BHAGALPUR,2013,Autumn     ,Rice,152.2256462
Bihar,BHAGALPUR,2013,Kharif     ,Arhar/Tur,46.61930262
Bihar,BHAGALPUR,2013,Kharif     ,Bajra,46.09290889
Bihar,BHAGALPUR,2013,Kharif     ,Castor seed,41.02140526
Bihar,BHAGALPUR,2013,Kharif     ,Horse-gram,38
Bihar,BHAGALPUR,2013,Kharif     ,Jowar,35
Bihar,BHAGALPUR,2013,Kharif     ,Mesta,135.3872807
Bihar,BHAGALPUR,2013,Kharif     ,Moong(Green Gram),137.3913865
Bihar,BHAGALPUR,2013,Kharif     ,Other Kharif pulses,104.4889464
Bihar,BHAGALPUR,2013,Kharif     ,Sannhamp,107.5106262
Bihar,BHAGALPUR,2013,Kharif     ,Sesamum,139.3223847
Bihar,BHAGALPUR,2013,Kharif     ,Small millets,135.0785483
Bihar,BHAGALPUR,2013,Kharif     ,Urad,129.72263
Bihar,BHAGALPUR,2013,Rabi       ,Barley,116.59549
Bihar,BHAGALPUR,2013,Rabi       ,Gram,112
Bihar,BHAGALPUR,2013,Rabi       ,Khesari,37
Bihar,BHAGALPUR,2013,Rabi       ,Linseed,48
Bihar,BHAGALPUR,2013,Rabi       ,Maize,154.2433858
Bihar,BHAGALPUR,2013,Rabi       ,Masoor,118.8677815
Bihar,BHAGALPUR,2013,Rabi       ,Peas & beans (Pulses),100.9601333
Bihar,BHAGALPUR,2013,Rabi       ,Rapeseed &Mustard,159.4300848
Bihar,BHAGALPUR,2013,Rabi       ,Sunflower,156.6898923
Bihar,BHAGALPUR,2013,Rabi       ,Wheat,106.0179966
Bihar,BHAGALPUR,2013,Summer     ,Maize,147.7800555
Bihar,BHAGALPUR,2013,Summer     ,Moong(Green Gram),104.2652822
Bihar,BHAGALPUR,2013,Summer     ,Rice,143.9790106
Bihar,BHAGALPUR,2013,Whole Year ,Sugarcane,159.2121127
Bihar,BHAGALPUR,2013,Whole Year ,Tobacco,152.0530499
Bihar,BHAGALPUR,2013,Winter     ,Rice,112.9200775
Bihar,BHAGALPUR,2014,Autumn     ,Maize,156.517817
Bihar,BHAGALPUR,2014,Autumn     ,Rice,134.9463615
Bihar,BHAGALPUR,2014,Kharif     ,Arhar/Tur,53.42311156
Bihar,BHAGALPUR,2014,Kharif     ,Bajra,82.42686607
Bihar,BHAGALPUR,2014,Kharif     ,Castor seed,47.39714659
Bihar,BHAGALPUR,2014,Kharif     ,Horse-gram,32
Bihar,BHAGALPUR,2014,Kharif     ,Jowar,31
Bihar,BHAGALPUR,2014,Kharif     ,Mesta,108.5701547
Bihar,BHAGALPUR,2014,Kharif     ,Moong(Green Gram),145.2780922
Bihar,BHAGALPUR,2014,Kharif     ,Other Kharif pulses,151.5537381
Bihar,BHAGALPUR,2014,Kharif     ,Sannhamp,142.0535466
Bihar,BHAGALPUR,2014,Kharif     ,Sesamum,128.1372458
Bihar,BHAGALPUR,2014,Kharif     ,Small millets,104.2480879
Bihar,BHAGALPUR,2014,Kharif     ,Urad,127.4866464
Bihar,BHAGALPUR,2014,Rabi       ,Barley,108.0681621
Bihar,BHAGALPUR,2014,Rabi       ,Gram,130
Bihar,BHAGALPUR,2014,Rabi       ,Khesari,42
Bihar,BHAGALPUR,2014,Rabi       ,Linseed,41
Bihar,BHAGALPUR,2014,Rabi       ,Maize,111.6541487
Bihar,BHAGALPUR,2014,Rabi       ,Masoor,115.8363349
Bihar,BHAGALPUR,2014,Rabi       ,Peas & beans (Pulses),147.1463918
Bihar,BHAGALPUR,2014,Rabi       ,Rapeseed &Mustard,116.4448318
Bihar,BHAGALPUR,2014,Rabi       ,Sunflower,137.0158492
Bihar,BHAGALPUR,2014,Rabi       ,Wheat,143.3169555
Bihar,BHAGALPUR,2014,Summer     ,Maize,125.0141926
Bihar,BHAGALPUR,2014,Summer     ,Moong(Green Gram),135.4554951
Bihar,BHAGALPUR,2014,Summer     ,Rice,144.6048325
Bihar,BHAGALPUR,2014,Whole Year ,Sugarcane,139.0857365
Bihar,BHAGALPUR,2014,Whole Year ,Tobacco,126.0244136
Bihar,BHAGALPUR,2014,Winter     ,Rice,137.4562378
Bihar,BHOJPUR,1997,Autumn     ,Rice,114.4409582
Bihar,BHOJPUR,1997,Kharif     ,Arhar/Tur,45.32147086
Bihar,BHOJPUR,1997,Kharif     ,Bajra,58.13866924
Bihar,BHOJPUR,1997,Kharif     ,Jowar,23
Bihar,BHOJPUR,1997,Kharif     ,Maize,155.7581692
Bihar,BHOJPUR,1997,Kharif     ,Other Kharif pulses,145.8140776
Bihar,BHOJPUR,1997,Kharif     ,Sesamum,122.5298366
Bihar,BHOJPUR,1997,Kharif     ,Small millets,129.3034981
Bihar,BHOJPUR,1997,Rabi       ,Barley,129.8195348
Bihar,BHOJPUR,1997,Rabi       ,Gram,124
Bihar,BHOJPUR,1997,Rabi       ,Linseed,49
Bihar,BHOJPUR,1997,Rabi       ,Maize,108.8900073
Bihar,BHOJPUR,1997,Rabi       ,Other  Rabi pulses,126.5386783
Bihar,BHOJPUR,1997,Rabi       ,Rapeseed &Mustard,127.0608949
Bihar,BHOJPUR,1997,Rabi       ,Safflower,157.8209009
Bihar,BHOJPUR,1997,Rabi       ,Wheat,129.9874734
Bihar,BHOJPUR,1997,Summer     ,Maize,155.2989924
Bihar,BHOJPUR,1997,Summer     ,Rice,145.1525278
Bihar,BHOJPUR,1997,Whole Year ,Coriander,63
Bihar,BHOJPUR,1997,Whole Year ,Dry chillies,130
Bihar,BHOJPUR,1997,Whole Year ,Garlic,86
Bihar,BHOJPUR,1997,Whole Year ,Onion,134.4827188
Bihar,BHOJPUR,1997,Whole Year ,Potato,113.5754043
Bihar,BHOJPUR,1997,Whole Year ,Ragi,133.1182978
Bihar,BHOJPUR,1997,Whole Year ,Sannhamp,155.1570612
Bihar,BHOJPUR,1997,Whole Year ,Sugarcane,159.8158164
Bihar,BHOJPUR,1997,Winter     ,Rice,152.2209987
Bihar,BHOJPUR,1998,Kharif     ,Arhar/Tur,54.85748755
Bihar,BHOJPUR,1998,Kharif     ,Bajra,54.62830391
Bihar,BHOJPUR,1998,Kharif     ,Jowar,32
Bihar,BHOJPUR,1998,Kharif     ,Maize,130.0341746
Bihar,BHOJPUR,1998,Kharif     ,Other Kharif pulses,110.411051
Bihar,BHOJPUR,1998,Kharif     ,Ragi,136.7625716
Bihar,BHOJPUR,1998,Kharif     ,Sesamum,121.9068581
Bihar,BHOJPUR,1998,Kharif     ,Small millets,125.5960038
Bihar,BHOJPUR,1998,Rabi       ,Barley,112.3370349
Bihar,BHOJPUR,1998,Rabi       ,Gram,110
Bihar,BHOJPUR,1998,Rabi       ,Linseed,43
Bihar,BHOJPUR,1998,Rabi       ,Maize,106.5342866
Bihar,BHOJPUR,1998,Rabi       ,Other  Rabi pulses,132.3772281
Bihar,BHOJPUR,1998,Rabi       ,Rapeseed &Mustard,119.3700804
Bihar,BHOJPUR,1998,Rabi       ,Wheat,158.803794
Bihar,BHOJPUR,1998,Summer     ,Maize,113.6593819
Bihar,BHOJPUR,1998,Whole Year ,Coriander,105
Bihar,BHOJPUR,1998,Whole Year ,Dry chillies,181
Bihar,BHOJPUR,1998,Whole Year ,Garlic,94
Bihar,BHOJPUR,1998,Whole Year ,Onion,103.9007088
Bihar,BHOJPUR,1998,Whole Year ,Potato,114.7636396
Bihar,BHOJPUR,1998,Whole Year ,Sugarcane,144.1016838
Bihar,BHOJPUR,1998,Whole Year ,Sweet potato,118.1638938
Bihar,BHOJPUR,1998,Winter     ,Rice,128.3488325
Bihar,BHOJPUR,1999,Kharif     ,Arhar/Tur,49.50735383
Bihar,BHOJPUR,1999,Kharif     ,Bajra,80.97869948
Bihar,BHOJPUR,1999,Kharif     ,Jowar,20
Bihar,BHOJPUR,1999,Kharif     ,Maize,121.6680312
Bihar,BHOJPUR,1999,Kharif     ,Moong(Green Gram),110.9622462
Bihar,BHOJPUR,1999,Kharif     ,Ragi,137.7859787
Bihar,BHOJPUR,1999,Kharif     ,Rice,121.9449895
Bihar,BHOJPUR,1999,Kharif     ,Sesamum,137.3044211
Bihar,BHOJPUR,1999,Kharif     ,Urad,147.8753743
Bihar,BHOJPUR,1999,Rabi       ,Gram,109
Bihar,BHOJPUR,1999,Rabi       ,Khesari,47
Bihar,BHOJPUR,1999,Rabi       ,Linseed,51
Bihar,BHOJPUR,1999,Rabi       ,Maize,150.0696067
Bihar,BHOJPUR,1999,Rabi       ,Masoor,117.0603743
Bihar,BHOJPUR,1999,Rabi       ,Other  Rabi pulses,101.5747296
Bihar,BHOJPUR,1999,Rabi       ,Peas & beans (Pulses),123.3907826
Bihar,BHOJPUR,1999,Rabi       ,Rapeseed &Mustard,157.3787723
Bihar,BHOJPUR,1999,Rabi       ,Wheat,110.7375365
Bihar,BHOJPUR,1999,Summer     ,Maize,105.6245467
Bihar,BHOJPUR,1999,Whole Year ,Dry chillies,138
Bihar,BHOJPUR,1999,Whole Year ,Garlic,69
Bihar,BHOJPUR,1999,Whole Year ,Onion,116.333165
Bihar,BHOJPUR,1999,Whole Year ,Potato,109.9872162
Bihar,BHOJPUR,1999,Whole Year ,Sugarcane,154.7039762
Bihar,BHOJPUR,2000,Autumn     ,Rice,138.696818
Bihar,BHOJPUR,2000,Kharif     ,Arhar/Tur,45.729247
Bihar,BHOJPUR,2000,Kharif     ,Bajra,78.9283354
Bihar,BHOJPUR,2000,Kharif     ,Jowar,27
Bihar,BHOJPUR,2000,Kharif     ,Maize,104.9581225
Bihar,BHOJPUR,2000,Kharif     ,Moong(Green Gram),158.4403792
Bihar,BHOJPUR,2000,Kharif     ,Other Kharif pulses,119.4799843
Bihar,BHOJPUR,2000,Kharif     ,Ragi,136.9772313
Bihar,BHOJPUR,2000,Kharif     ,Rice,102.0663057
Bihar,BHOJPUR,2000,Kharif     ,Sesamum,103.8768304
Bihar,BHOJPUR,2000,Kharif     ,Small millets,103.4702685
Bihar,BHOJPUR,2000,Kharif     ,Urad,132.5333424
Bihar,BHOJPUR,2000,Rabi       ,Barley,112.5198016
Bihar,BHOJPUR,2000,Rabi       ,Gram,112
Bihar,BHOJPUR,2000,Rabi       ,Khesari,60
Bihar,BHOJPUR,2000,Rabi       ,Linseed,44
Bihar,BHOJPUR,2000,Rabi       ,Maize,132.7490303
Bihar,BHOJPUR,2000,Rabi       ,Masoor,103.3171431
Bihar,BHOJPUR,2000,Rabi       ,Moong(Green Gram),156.7269172
Bihar,BHOJPUR,2000,Rabi       ,Peas & beans (Pulses),135.4021868
Bihar,BHOJPUR,2000,Rabi       ,Rapeseed &Mustard,125.1284281
Bihar,BHOJPUR,2000,Rabi       ,Wheat,106.021109
Bihar,BHOJPUR,2000,Summer     ,Maize,128.8278181
Bihar,BHOJPUR,2000,Summer     ,Rice,107.797775
Bihar,BHOJPUR,2000,Whole Year ,Onion,135.1247623
Bihar,BHOJPUR,2000,Whole Year ,Potato,121.7804101
Bihar,BHOJPUR,2000,Whole Year ,Sugarcane,119.3468523
Bihar,BHOJPUR,2001,Autumn     ,Maize,125.6393251
Bihar,BHOJPUR,2001,Autumn     ,Rice,144.5093876
Bihar,BHOJPUR,2001,Kharif     ,Arhar/Tur,50.9732284
Bihar,BHOJPUR,2001,Kharif     ,Bajra,74.91294247
Bihar,BHOJPUR,2001,Kharif     ,Jowar,31
Bihar,BHOJPUR,2001,Kharif     ,Moong(Green Gram),103.9079018
Bihar,BHOJPUR,2001,Kharif     ,Other Kharif pulses,123.0434941
Bihar,BHOJPUR,2001,Kharif     ,Rice,111.3806233
Bihar,BHOJPUR,2001,Kharif     ,Sesamum,101.7081729
Bihar,BHOJPUR,2001,Rabi       ,Barley,120.8576123
Bihar,BHOJPUR,2001,Rabi       ,Gram,121
Bihar,BHOJPUR,2001,Rabi       ,Khesari,55
Bihar,BHOJPUR,2001,Rabi       ,Linseed,48
Bihar,BHOJPUR,2001,Rabi       ,Maize,116.3676394
Bihar,BHOJPUR,2001,Rabi       ,Masoor,113.1597017
Bihar,BHOJPUR,2001,Rabi       ,Other  Rabi pulses,117.4332646
Bihar,BHOJPUR,2001,Rabi       ,Peas & beans (Pulses),141.0910021
Bihar,BHOJPUR,2001,Rabi       ,Rapeseed &Mustard,114.8536883
Bihar,BHOJPUR,2001,Rabi       ,Wheat,131.6001679
Bihar,BHOJPUR,2001,Summer     ,Maize,108.0595317
Bihar,BHOJPUR,2001,Summer     ,Rice,103.1492825
Bihar,BHOJPUR,2001,Whole Year ,Coriander,74
Bihar,BHOJPUR,2001,Whole Year ,Garlic,110
Bihar,BHOJPUR,2001,Whole Year ,Onion,115.1059964
